,Node,Time,Value
0,BhumibolDam,1,173.3
1,BhumibolDam,2,173.3
2,BhumibolDam,3,173.3
3,BhumibolDam,4,173.3
4,BhumibolDam,5,173.3
5,BhumibolDam,6,173.3
6,BhumibolDam,7,173.3
7,BhumibolDam,8,173.3
8,BhumibolDam,9,173.3
9,BhumibolDam,10,173.3
10,BhumibolDam,11,173.3
11,BhumibolDam,12,173.3
12,BhumibolDam,13,173.3
13,BhumibolDam,14,173.3
14,BhumibolDam,15,173.3
15,BhumibolDam,16,173.3
16,BhumibolDam,17,173.3
17,BhumibolDam,18,173.3
18,BhumibolDam,19,173.3
19,BhumibolDam,20,173.3
20,BhumibolDam,21,173.3
21,BhumibolDam,22,173.3
22,BhumibolDam,23,173.3
23,BhumibolDam,24,173.3
24,ChulabhornDam,1,7.9
25,ChulabhornDam,2,7.9
26,ChulabhornDam,3,7.9
27,ChulabhornDam,4,7.9
28,ChulabhornDam,5,7.9
29,ChulabhornDam,6,7.9
30,ChulabhornDam,7,7.9
31,ChulabhornDam,8,7.9
32,ChulabhornDam,9,7.9
33,ChulabhornDam,10,7.9
34,ChulabhornDam,11,7.9
35,ChulabhornDam,12,7.9
36,ChulabhornDam,13,7.9
37,ChulabhornDam,14,7.9
38,ChulabhornDam,15,7.9
39,ChulabhornDam,16,7.9
40,ChulabhornDam,17,7.9
41,ChulabhornDam,18,7.9
42,ChulabhornDam,19,7.9
43,ChulabhornDam,20,7.9
44,ChulabhornDam,21,7.9
45,ChulabhornDam,22,7.9
46,ChulabhornDam,23,7.9
47,ChulabhornDam,24,7.9
48,Sirindhorn,1,27.59
49,Sirindhorn,2,27.59
50,Sirindhorn,3,27.59
51,Sirindhorn,4,27.59
52,Sirindhorn,5,27.59
53,Sirindhorn,6,27.59
54,Sirindhorn,7,27.59
55,Sirindhorn,8,27.59
56,Sirindhorn,9,27.59
57,Sirindhorn,10,27.59
58,Sirindhorn,11,27.59
59,Sirindhorn,12,27.59
60,Sirindhorn,13,27.59
61,Sirindhorn,14,27.59
62,Sirindhorn,15,27.59
63,Sirindhorn,16,27.59
64,Sirindhorn,17,27.59
65,Sirindhorn,18,27.59
66,Sirindhorn,19,27.59
67,Sirindhorn,20,27.59
68,Sirindhorn,21,27.59
69,Sirindhorn,22,27.59
70,Sirindhorn,23,27.59
71,Sirindhorn,24,27.59
72,RajjaprabhaDam,1,0.0
73,RajjaprabhaDam,2,0.0
74,RajjaprabhaDam,3,0.0
75,RajjaprabhaDam,4,0.0
76,RajjaprabhaDam,5,0.0
77,RajjaprabhaDam,6,0.0
78,RajjaprabhaDam,7,0.0
79,RajjaprabhaDam,8,0.0
80,RajjaprabhaDam,9,0.0
81,RajjaprabhaDam,10,0.0
82,RajjaprabhaDam,11,0.0
83,RajjaprabhaDam,12,0.0
84,RajjaprabhaDam,13,0.0
85,RajjaprabhaDam,14,0.0
86,RajjaprabhaDam,15,0.0
87,RajjaprabhaDam,16,0.0
88,RajjaprabhaDam,17,0.0
89,RajjaprabhaDam,18,0.0
90,RajjaprabhaDam,19,0.0
91,RajjaprabhaDam,20,0.0
92,RajjaprabhaDam,21,0.0
93,RajjaprabhaDam,22,0.0
94,RajjaprabhaDam,23,0.0
95,RajjaprabhaDam,24,0.0
96,KaengKrachanDam,1,8.7
97,KaengKrachanDam,2,8.7
98,KaengKrachanDam,3,8.7
99,KaengKrachanDam,4,8.7
100,KaengKrachanDam,5,8.7
101,KaengKrachanDam,6,8.7
102,KaengKrachanDam,7,8.7
103,KaengKrachanDam,8,8.7
104,KaengKrachanDam,9,8.7
105,KaengKrachanDam,10,8.7
106,KaengKrachanDam,11,8.7
107,KaengKrachanDam,12,8.7
108,KaengKrachanDam,13,8.7
109,KaengKrachanDam,14,8.7
110,KaengKrachanDam,15,8.7
111,KaengKrachanDam,16,8.7
