,Node,Time,Value
0,Chaiyaphum1,4345,18.9
1,Chaiyaphum1,4346,18.9
2,Chaiyaphum1,4347,18.9
3,Chaiyaphum1,4348,18.9
4,Chaiyaphum1,4349,18.9
5,Chaiyaphum1,4350,18.9
6,Chaiyaphum1,4351,18.9
7,Chaiyaphum1,4352,18.9
8,Chaiyaphum1,4353,18.9
9,Chaiyaphum1,4354,18.9
10,Chaiyaphum1,4355,18.9
11,Chaiyaphum1,4356,18.9
12,Chaiyaphum1,4357,18.9
13,Chaiyaphum1,4358,18.9
14,Chaiyaphum1,4359,18.9
15,Chaiyaphum1,4360,18.9
16,Chaiyaphum1,4361,18.9
17,Chaiyaphum1,4362,18.9
18,Chaiyaphum1,4363,18.9
19,Chaiyaphum1,4364,18.9
20,Chaiyaphum1,4365,18.9
21,Chaiyaphum1,4366,18.9
22,Chaiyaphum1,4367,18.9
23,Chaiyaphum1,4368,18.9
24,NakhonRatchasima2,4345,41.6
25,NakhonRatchasima2,4346,41.6
26,NakhonRatchasima2,4347,41.6
27,NakhonRatchasima2,4348,41.6
28,NakhonRatchasima2,4349,41.6
29,NakhonRatchasima2,4350,41.6
30,NakhonRatchasima2,4351,41.6
31,NakhonRatchasima2,4352,41.6
32,NakhonRatchasima2,4353,41.6
33,NakhonRatchasima2,4354,41.6
34,NakhonRatchasima2,4355,41.6
35,NakhonRatchasima2,4356,41.6
36,NakhonRatchasima2,4357,41.6
37,NakhonRatchasima2,4358,41.6
38,NakhonRatchasima2,4359,41.6
39,NakhonRatchasima2,4360,41.6
40,NakhonRatchasima2,4361,41.6
41,NakhonRatchasima2,4362,41.6
42,NakhonRatchasima2,4363,41.6
43,NakhonRatchasima2,4364,41.6
44,NakhonRatchasima2,4365,41.6
45,NakhonRatchasima2,4366,41.6
46,NakhonRatchasima2,4367,41.6
47,NakhonRatchasima2,4368,41.6
48,Chaiyaphum1,4369,17.9
49,Chaiyaphum1,4370,17.9
50,Chaiyaphum1,4371,17.9
51,Chaiyaphum1,4372,17.9
52,Chaiyaphum1,4373,17.9
53,Chaiyaphum1,4374,17.9
54,Chaiyaphum1,4375,17.9
55,Chaiyaphum1,4376,17.9
56,Chaiyaphum1,4377,17.9
57,Chaiyaphum1,4378,17.9
58,Chaiyaphum1,4379,17.9
59,Chaiyaphum1,4380,17.9
60,Chaiyaphum1,4381,17.9
61,Chaiyaphum1,4382,17.9
62,Chaiyaphum1,4383,17.9
63,Chaiyaphum1,4384,17.9
64,Chaiyaphum1,4385,17.9
65,Chaiyaphum1,4386,17.9
66,Chaiyaphum1,4387,17.9
67,Chaiyaphum1,4388,17.9
68,Chaiyaphum1,4389,17.9
69,Chaiyaphum1,4390,17.9
70,Chaiyaphum1,4391,17.9
71,Chaiyaphum1,4392,17.9
72,NakhonRatchasima2,4369,36.1
73,NakhonRatchasima2,4370,36.1
74,NakhonRatchasima2,4371,36.1
75,NakhonRatchasima2,4372,36.1
76,NakhonRatchasima2,4373,36.1
77,NakhonRatchasima2,4374,36.1
78,NakhonRatchasima2,4375,36.1
79,NakhonRatchasima2,4376,36.1
80,NakhonRatchasima2,4377,36.1
81,NakhonRatchasima2,4378,36.1
82,NakhonRatchasima2,4379,36.1
83,NakhonRatchasima2,4380,36.1
84,NakhonRatchasima2,4381,36.1
85,NakhonRatchasima2,4382,36.1
86,NakhonRatchasima2,4383,36.1
87,NakhonRatchasima2,4384,36.1
88,NakhonRatchasima2,4385,36.1
89,NakhonRatchasima2,4386,36.1
90,NakhonRatchasima2,4387,36.1
91,NakhonRatchasima2,4388,36.1
92,NakhonRatchasima2,4389,36.1
93,NakhonRatchasima2,4390,36.1
94,NakhonRatchasima2,4391,36.1
95,NakhonRatchasima2,4392,36.1
96,Chaiyaphum1,4393,19.3
97,Chaiyaphum1,4394,19.3
98,Chaiyaphum1,4395,19.3
99,Chaiyaphum1,4396,19.3
100,Chaiyaphum1,4397,19.3
101,Chaiyaphum1,4398,19.3
102,Chaiyaphum1,4399,19.3
103,Chaiyaphum1,4400,19.3
104,Chaiyaphum1,4401,19.3
105,Chaiyaphum1,4402,19.3
106,Chaiyaphum1,4403,19.3
107,Chaiyaphum1,4404,19.3
108,Chaiyaphum1,4405,19.3
109,Chaiyaphum1,4406,19.3
110,Chaiyaphum1,4407,19.3
111,Chaiyaphum1,4408,19.3
112,Chaiyaphum1,4409,19.3
113,Chaiyaphum1,4410,19.3
114,Chaiyaphum1,4411,19.3
115,Chaiyaphum1,4412,19.3
116,Chaiyaphum1,4413,19.3
117,Chaiyaphum1,4414,19.3
118,Chaiyaphum1,4415,19.3
119,Chaiyaphum1,4416,19.3
120,NakhonRatchasima2,4393,38.4
121,NakhonRatchasima2,4394,38.4
122,NakhonRatchasima2,4395,38.4
123,NakhonRatchasima2,4396,38.4
124,NakhonRatchasima2,4397,38.4
125,NakhonRatchasima2,4398,38.4
126,NakhonRatchasima2,4399,38.4
127,NakhonRatchasima2,4400,38.4
128,NakhonRatchasima2,4401,38.4
129,NakhonRatchasima2,4402,38.4
130,NakhonRatchasima2,4403,38.4
131,NakhonRatchasima2,4404,38.4
132,NakhonRatchasima2,4405,38.4
133,NakhonRatchasima2,4406,38.4
134,NakhonRatchasima2,4407,38.4
