,Node,Time,Value
0,NakhonNayok,1,0.0
1,NakhonNayok,2,0.0
2,NakhonNayok,3,0.0
3,NakhonNayok,4,0.0
4,NakhonNayok,5,2.4
5,NakhonNayok,6,3.6
6,NakhonNayok,7,4.8
7,NakhonNayok,8,6.0
8,NakhonNayok,9,7.2
9,NakhonNayok,10,8.16
10,NakhonNayok,11,9.36
11,NakhonNayok,12,10.56
12,NakhonNayok,13,9.36
13,NakhonNayok,14,8.16
14,NakhonNayok,15,7.2
15,NakhonNayok,16,6.0
16,NakhonNayok,17,4.8
17,NakhonNayok,18,3.6
18,NakhonNayok,19,0.0
19,NakhonNayok,20,0.0
20,NakhonNayok,21,0.0
21,NakhonNayok,22,0.0
22,NakhonNayok,23,0.0
23,NakhonNayok,24,0.0
24,LopBuri2,1,0.0
25,LopBuri2,2,0.0
26,LopBuri2,3,0.0
27,LopBuri2,4,0.0
28,LopBuri2,5,10.8
29,LopBuri2,6,16.32
30,LopBuri2,7,21.6
31,LopBuri2,8,27.12
32,LopBuri2,9,32.4
33,LopBuri2,10,37.92
34,LopBuri2,11,43.2
35,LopBuri2,12,48.72
36,LopBuri2,13,43.2
37,LopBuri2,14,37.92
38,LopBuri2,15,32.4
39,LopBuri2,16,27.12
40,LopBuri2,17,21.6
41,LopBuri2,18,16.32
42,LopBuri2,19,0.0
43,LopBuri2,20,0.0
44,LopBuri2,21,0.0
45,LopBuri2,22,0.0
46,LopBuri2,23,0.0
47,LopBuri2,24,0.0
48,Thalan2,1,0.0
49,Thalan2,2,0.0
50,Thalan2,3,0.0
51,Thalan2,4,0.0
52,Thalan2,5,5.76
53,Thalan2,6,8.4
54,Thalan2,7,11.28
55,Thalan2,8,14.16
56,Thalan2,9,17.04
57,Thalan2,10,19.68
58,Thalan2,11,22.56
59,Thalan2,12,25.44
60,Thalan2,13,22.56
61,Thalan2,14,19.68
62,Thalan2,15,17.04
63,Thalan2,16,14.16
64,Thalan2,17,11.28
65,Thalan2,18,8.4
66,Thalan2,19,0.0
67,Thalan2,20,0.0
68,Thalan2,21,0.0
69,Thalan2,22,0.0
70,Thalan2,23,0.0
71,Thalan2,24,0.0
72,NakhonPhanom,1,0.0
73,NakhonPhanom,2,0.0
74,NakhonPhanom,3,0.0
75,NakhonPhanom,4,0.0
76,NakhonPhanom,5,2.88
77,NakhonPhanom,6,4.32
78,NakhonPhanom,7,5.76
79,NakhonPhanom,8,7.2
80,NakhonPhanom,9,8.64
81,NakhonPhanom,10,10.08
82,NakhonPhanom,11,11.52
83,NakhonPhanom,12,12.96
84,NakhonPhanom,13,11.52
85,NakhonPhanom,14,10.08
86,NakhonPhanom,15,8.64
87,NakhonPhanom,16,7.2
88,NakhonPhanom,17,5.76
89,NakhonPhanom,18,4.32
90,NakhonPhanom,19,0.0
91,NakhonPhanom,20,0.0
92,NakhonPhanom,21,0.0
93,NakhonPhanom,22,0.0
94,NakhonPhanom,23,0.0
95,NakhonPhanom,24,0.0
96,NakhonChaisi,1,0.0
97,NakhonChaisi,2,0.0
98,NakhonChaisi,3,0.0
99,NakhonChaisi,4,0.0
100,NakhonChaisi,5,17.28
101,NakhonChaisi,6,25.92
102,NakhonChaisi,7,34.56
103,NakhonChaisi,8,42.96
104,NakhonChaisi,9,51.6
105,NakhonChaisi,10,60.24
106,NakhonChaisi,11,68.88
107,NakhonChaisi,12,77.52
108,NakhonChaisi,13,68.88
109,NakhonChaisi,14,60.24
110,NakhonChaisi,15,51.6
111,NakhonChaisi,16,42.96
112,NakhonChaisi,17,34.56
113,NakhonChaisi,18,25.92
114,NakhonChaisi,19,0.0
115,NakhonChaisi,20,0.0
116,NakhonChaisi,21,0.0
117,NakhonChaisi,22,0.0
118,NakhonChaisi,23,0.0
119,NakhonChaisi,24,0.0
120,Salokbat,1,0.0
121,Salokbat,2,0.0
122,Salokbat,3,0.0
123,Salokbat,4,0.0
124,Salokbat,5,7.2
125,Salokbat,6,10.8
126,Salokbat,7,14.4
127,Salokbat,8,18.0
128,Salokbat,9,21.6
129,Salokbat,10,25.2
130,Salokbat,11,28.8
131,Salokbat,12,32.4
132,Salokbat,13,28.8
133,Salokbat,14,25.2
134,Salokbat,15,21.6
135,Salokbat,16,18.0
136,Salokbat,17,14.4
137,Salokbat,18,10.8
138,Salokbat,19,0.0
139,Salokbat,20,0.0
140,Salokbat,21,0.0
141,Salokbat,22,0.0
142,Salokbat,23,0.0
143,Salokbat,24,0.0
144,ThatPhanom,1,0.0
145,ThatPhanom,2,0.0
146,ThatPhanom,3,0.0
147,ThatPhanom,4,0.0
148,ThatPhanom,5,2.64
149,ThatPhanom,6,3.84
150,ThatPhanom,7,5.04
151,ThatPhanom,8,6.24
152,ThatPhanom,9,7.68
153,ThatPhanom,10,8.88
154,ThatPhanom,11,10.08
155,ThatPhanom,12,11.28
156,ThatPhanom,13,10.08
157,ThatPhanom,14,8.88
158,ThatPhanom,15,7.68
159,ThatPhanom,16,6.24
160,ThatPhanom,17,5.04
161,ThatPhanom,18,3.84
162,ThatPhanom,19,0.0
163,ThatPhanom,20,0.0
164,ThatPhanom,21,0.0
165,ThatPhanom,22,0.0
166,ThatPhanom,23,0.0
167,ThatPhanom,24,0.0
168,Phrae,1,0.0
169,Phrae,2,0.0
170,Phrae,3,0.0
171,Phrae,4,0.0
172,Phrae,5,2.64
173,Phrae,6,4.08
174,Phrae,7,5.28
175,Phrae,8,6.72
176,Phrae,9,8.16
177,Phrae,10,9.36
178,Phrae,11,10.8
179,Phrae,12,12.0
180,Phrae,13,10.8
181,Phrae,14,9.36
182,Phrae,15,8.16
183,Phrae,16,6.72
184,Phrae,17,5.28
185,Phrae,18,4.08
186,Phrae,19,0.0
187,Phrae,20,0.0
188,Phrae,21,0.0
189,Phrae,22,0.0
190,Phrae,23,0.0
191,Phrae,24,0.0
192,ChonBuri3,1,0.0
193,ChonBuri3,2,0.0
194,ChonBuri3,3,0.0
195,ChonBuri3,4,0.0
196,ChonBuri3,5,0.96
197,ChonBuri3,6,1.44
198,ChonBuri3,7,1.92
199,ChonBuri3,8,2.4
200,ChonBuri3,9,2.88
201,ChonBuri3,10,3.36
202,ChonBuri3,11,3.84
203,ChonBuri3,12,4.32
204,ChonBuri3,13,3.84
205,ChonBuri3,14,3.36
206,ChonBuri3,15,2.88
207,ChonBuri3,16,2.4
208,ChonBuri3,17,1.92
209,ChonBuri3,18,1.44
210,ChonBuri3,19,0.0
211,ChonBuri3,20,0.0
212,ChonBuri3,21,0.0
213,ChonBuri3,22,0.0
214,ChonBuri3,23,0.0
215,ChonBuri3,24,0.0
216,SakonNakhon,1,0.0
217,SakonNakhon,2,0.0
218,SakonNakhon,3,0.0
219,SakonNakhon,4,0.0
220,SakonNakhon,5,2.16
221,SakonNakhon,6,3.36
222,SakonNakhon,7,4.32
223,SakonNakhon,8,5.52
224,SakonNakhon,9,6.48
225,SakonNakhon,10,7.68
226,SakonNakhon,11,8.64
227,SakonNakhon,12,9.84
228,SakonNakhon,13,8.64
229,SakonNakhon,14,7.68
230,SakonNakhon,15,6.48
231,SakonNakhon,16,5.52
232,SakonNakhon,17,4.32
233,SakonNakhon,18,3.36
234,SakonNakhon,19,0.0
235,SakonNakhon,20,0.0
236,SakonNakhon,21,0.0
237,SakonNakhon,22,0.0
238,SakonNakhon,23,0.0
239,SakonNakhon,24,0.0
240,Sukhothai,1,0.0
241,Sukhothai,2,0.0
242,Sukhothai,3,0.0
243,Sukhothai,4,0.0
244,Sukhothai,5,1.68
245,Sukhothai,6,2.4
246,Sukhothai,7,3.12
247,Sukhothai,8,3.84
248,Sukhothai,9,4.8
249,Sukhothai,10,5.52
250,Sukhothai,11,6.24
251,Sukhothai,12,6.96
252,Sukhothai,13,6.24
253,Sukhothai,14,5.52
254,Sukhothai,15,4.8
255,Sukhothai,16,3.84
256,Sukhothai,17,3.12
257,Sukhothai,18,2.4
258,Sukhothai,19,0.0
259,Sukhothai,20,0.0
260,Sukhothai,21,0.0
261,Sukhothai,22,0.0
262,Sukhothai,23,0.0
263,Sukhothai,24,0.0
264,Pattani,1,0.0
265,Pattani,2,0.0
266,Pattani,3,0.0
267,Pattani,4,0.0
268,Pattani,5,1.44
269,Pattani,6,2.16
270,Pattani,7,2.88
271,Pattani,8,3.6
272,Pattani,9,4.32
273,Pattani,10,5.04
274,Pattani,11,5.76
275,Pattani,12,6.48
276,Pattani,13,5.76
277,Pattani,14,5.04
278,Pattani,15,4.32
279,Pattani,16,3.6
280,Pattani,17,2.88
281,Pattani,18,2.16
282,Pattani,19,0.0
283,Pattani,20,0.0
284,Pattani,21,0.0
285,Pattani,22,0.0
286,Pattani,23,0.0
287,Pattani,24,0.0
288,Pangnga2,1,0.0
289,Pangnga2,2,0.0
290,Pangnga2,3,0.0
291,Pangnga2,4,0.0
292,Pangnga2,5,1.2
293,Pangnga2,6,1.68
294,Pangnga2,7,2.4
295,Pangnga2,8,2.88
296,Pangnga2,9,3.36
297,Pangnga2,10,4.08
298,Pangnga2,11,4.56
299,Pangnga2,12,5.04
300,Pangnga2,13,4.56
301,Pangnga2,14,4.08
302,Pangnga2,15,3.36
303,Pangnga2,16,2.88
304,Pangnga2,17,2.4
305,Pangnga2,18,1.68
306,Pangnga2,19,0.0
307,Pangnga2,20,0.0
308,Pangnga2,21,0.0
309,Pangnga2,22,0.0
310,Pangnga2,23,0.0
311,Pangnga2,24,0.0
312,Ubon2,1,0.0
313,Ubon2,2,0.0
314,Ubon2,3,0.0
315,Ubon2,4,0.0
316,Ubon2,5,8.88
317,Ubon2,6,13.2
318,Ubon2,7,17.52
319,Ubon2,8,22.08
320,Ubon2,9,26.4
321,Ubon2,10,30.72
322,Ubon2,11,35.28
323,Ubon2,12,39.6
324,Ubon2,13,35.28
325,Ubon2,14,30.72
326,Ubon2,15,26.4
327,Ubon2,16,22.08
328,Ubon2,17,17.52
329,Ubon2,18,13.2
330,Ubon2,19,0.0
331,Ubon2,20,0.0
332,Ubon2,21,0.0
333,Ubon2,22,0.0
334,Ubon2,23,0.0
335,Ubon2,24,0.0
336,PranBuri,1,0.0
337,PranBuri,2,0.0
338,PranBuri,3,0.0
339,PranBuri,4,0.0
340,PranBuri,5,0.72
341,PranBuri,6,1.2
342,PranBuri,7,1.68
343,PranBuri,8,1.92
344,PranBuri,9,2.4
345,PranBuri,10,2.64
346,PranBuri,11,3.12
347,PranBuri,12,3.6
348,PranBuri,13,3.12
349,PranBuri,14,2.64
350,PranBuri,15,2.4
351,PranBuri,16,1.92
352,PranBuri,17,1.68
353,PranBuri,18,1.2
354,PranBuri,19,0.0
355,PranBuri,20,0.0
356,PranBuri,21,0.0
357,PranBuri,22,0.0
358,PranBuri,23,0.0
359,PranBuri,24,0.0
360,NakhonNayok,25,0.0
361,NakhonNayok,26,0.0
362,NakhonNayok,27,0.0
363,NakhonNayok,28,0.0
364,NakhonNayok,29,2.4
365,NakhonNayok,30,3.6
366,NakhonNayok,31,4.8
367,NakhonNayok,32,6.0
368,NakhonNayok,33,7.2
369,NakhonNayok,34,8.16
370,NakhonNayok,35,9.36
371,NakhonNayok,36,10.56
372,NakhonNayok,37,9.36
373,NakhonNayok,38,8.16
374,NakhonNayok,39,7.2
375,NakhonNayok,40,6.0
376,NakhonNayok,41,4.8
377,NakhonNayok,42,3.6
378,NakhonNayok,43,0.0
379,NakhonNayok,44,0.0
380,NakhonNayok,45,0.0
381,NakhonNayok,46,0.0
382,NakhonNayok,47,0.0
383,NakhonNayok,48,0.0
384,LopBuri2,25,0.0
385,LopBuri2,26,0.0
386,LopBuri2,27,0.0
387,LopBuri2,28,0.0
388,LopBuri2,29,10.8
389,LopBuri2,30,16.32
390,LopBuri2,31,21.6
391,LopBuri2,32,27.12
392,LopBuri2,33,32.4
393,LopBuri2,34,37.92
394,LopBuri2,35,43.2
395,LopBuri2,36,48.72
396,LopBuri2,37,43.2
397,LopBuri2,38,37.92
398,LopBuri2,39,32.4
399,LopBuri2,40,27.12
400,LopBuri2,41,21.6
401,LopBuri2,42,16.32
402,LopBuri2,43,0.0
403,LopBuri2,44,0.0
404,LopBuri2,45,0.0
405,LopBuri2,46,0.0
406,LopBuri2,47,0.0
407,LopBuri2,48,0.0
408,Thalan2,25,0.0
409,Thalan2,26,0.0
410,Thalan2,27,0.0
411,Thalan2,28,0.0
412,Thalan2,29,5.76
413,Thalan2,30,8.4
414,Thalan2,31,11.28
415,Thalan2,32,14.16
416,Thalan2,33,17.04
417,Thalan2,34,19.68
418,Thalan2,35,22.56
419,Thalan2,36,25.44
420,Thalan2,37,22.56
421,Thalan2,38,19.68
422,Thalan2,39,17.04
423,Thalan2,40,14.16
424,Thalan2,41,11.28
425,Thalan2,42,8.4
426,Thalan2,43,0.0
427,Thalan2,44,0.0
428,Thalan2,45,0.0
429,Thalan2,46,0.0
430,Thalan2,47,0.0
431,Thalan2,48,0.0
432,NakhonPhanom,25,0.0
433,NakhonPhanom,26,0.0
434,NakhonPhanom,27,0.0
435,NakhonPhanom,28,0.0
436,NakhonPhanom,29,2.88
437,NakhonPhanom,30,4.32
438,NakhonPhanom,31,5.76
439,NakhonPhanom,32,7.2
440,NakhonPhanom,33,8.64
441,NakhonPhanom,34,10.08
442,NakhonPhanom,35,11.52
443,NakhonPhanom,36,12.96
444,NakhonPhanom,37,11.52
445,NakhonPhanom,38,10.08
446,NakhonPhanom,39,8.64
447,NakhonPhanom,40,7.2
448,NakhonPhanom,41,5.76
449,NakhonPhanom,42,4.32
450,NakhonPhanom,43,0.0
451,NakhonPhanom,44,0.0
452,NakhonPhanom,45,0.0
453,NakhonPhanom,46,0.0
454,NakhonPhanom,47,0.0
455,NakhonPhanom,48,0.0
456,NakhonChaisi,25,0.0
457,NakhonChaisi,26,0.0
458,NakhonChaisi,27,0.0
459,NakhonChaisi,28,0.0
460,NakhonChaisi,29,17.28
461,NakhonChaisi,30,25.92
462,NakhonChaisi,31,34.56
463,NakhonChaisi,32,42.96
464,NakhonChaisi,33,51.6
465,NakhonChaisi,34,60.24
466,NakhonChaisi,35,68.88
467,NakhonChaisi,36,77.52
468,NakhonChaisi,37,68.88
469,NakhonChaisi,38,60.24
470,NakhonChaisi,39,51.6
471,NakhonChaisi,40,42.96
472,NakhonChaisi,41,34.56
473,NakhonChaisi,42,25.92
474,NakhonChaisi,43,0.0
475,NakhonChaisi,44,0.0
476,NakhonChaisi,45,0.0
477,NakhonChaisi,46,0.0
478,NakhonChaisi,47,0.0
479,NakhonChaisi,48,0.0
480,Salokbat,25,0.0
481,Salokbat,26,0.0
482,Salokbat,27,0.0
483,Salokbat,28,0.0
484,Salokbat,29,7.2
485,Salokbat,30,10.8
486,Salokbat,31,14.4
487,Salokbat,32,18.0
488,Salokbat,33,21.6
489,Salokbat,34,25.2
490,Salokbat,35,28.8
491,Salokbat,36,32.4
492,Salokbat,37,28.8
493,Salokbat,38,25.2
494,Salokbat,39,21.6
495,Salokbat,40,18.0
496,Salokbat,41,14.4
497,Salokbat,42,10.8
498,Salokbat,43,0.0
499,Salokbat,44,0.0
500,Salokbat,45,0.0
501,Salokbat,46,0.0
502,Salokbat,47,0.0
503,Salokbat,48,0.0
504,ThatPhanom,25,0.0
505,ThatPhanom,26,0.0
506,ThatPhanom,27,0.0
507,ThatPhanom,28,0.0
508,ThatPhanom,29,2.64
509,ThatPhanom,30,3.84
510,ThatPhanom,31,5.04
511,ThatPhanom,32,6.24
512,ThatPhanom,33,7.68
513,ThatPhanom,34,8.88
514,ThatPhanom,35,10.08
515,ThatPhanom,36,11.28
516,ThatPhanom,37,10.08
517,ThatPhanom,38,8.88
518,ThatPhanom,39,7.68
519,ThatPhanom,40,6.24
520,ThatPhanom,41,5.04
521,ThatPhanom,42,3.84
522,ThatPhanom,43,0.0
523,ThatPhanom,44,0.0
524,ThatPhanom,45,0.0
525,ThatPhanom,46,0.0
526,ThatPhanom,47,0.0
527,ThatPhanom,48,0.0
528,Phrae,25,0.0
529,Phrae,26,0.0
530,Phrae,27,0.0
531,Phrae,28,0.0
532,Phrae,29,2.64
533,Phrae,30,4.08
534,Phrae,31,5.28
535,Phrae,32,6.72
536,Phrae,33,8.16
537,Phrae,34,9.36
538,Phrae,35,10.8
539,Phrae,36,12.0
540,Phrae,37,10.8
541,Phrae,38,9.36
542,Phrae,39,8.16
543,Phrae,40,6.72
544,Phrae,41,5.28
545,Phrae,42,4.08
546,Phrae,43,0.0
547,Phrae,44,0.0
548,Phrae,45,0.0
549,Phrae,46,0.0
550,Phrae,47,0.0
551,Phrae,48,0.0
552,ChonBuri3,25,0.0
553,ChonBuri3,26,0.0
554,ChonBuri3,27,0.0
555,ChonBuri3,28,0.0
556,ChonBuri3,29,0.96
557,ChonBuri3,30,1.44
558,ChonBuri3,31,1.92
559,ChonBuri3,32,2.4
560,ChonBuri3,33,2.88
561,ChonBuri3,34,3.36
562,ChonBuri3,35,3.84
563,ChonBuri3,36,4.32
564,ChonBuri3,37,3.84
565,ChonBuri3,38,3.36
566,ChonBuri3,39,2.88
567,ChonBuri3,40,2.4
568,ChonBuri3,41,1.92
569,ChonBuri3,42,1.44
570,ChonBuri3,43,0.0
571,ChonBuri3,44,0.0
572,ChonBuri3,45,0.0
573,ChonBuri3,46,0.0
574,ChonBuri3,47,0.0
575,ChonBuri3,48,0.0
576,SakonNakhon,25,0.0
577,SakonNakhon,26,0.0
578,SakonNakhon,27,0.0
579,SakonNakhon,28,0.0
580,SakonNakhon,29,2.16
581,SakonNakhon,30,3.36
582,SakonNakhon,31,4.32
583,SakonNakhon,32,5.52
584,SakonNakhon,33,6.48
585,SakonNakhon,34,7.68
586,SakonNakhon,35,8.64
587,SakonNakhon,36,9.84
588,SakonNakhon,37,8.64
589,SakonNakhon,38,7.68
590,SakonNakhon,39,6.48
591,SakonNakhon,40,5.52
592,SakonNakhon,41,4.32
593,SakonNakhon,42,3.36
594,SakonNakhon,43,0.0
595,SakonNakhon,44,0.0
596,SakonNakhon,45,0.0
597,SakonNakhon,46,0.0
598,SakonNakhon,47,0.0
599,SakonNakhon,48,0.0
600,Sukhothai,25,0.0
601,Sukhothai,26,0.0
602,Sukhothai,27,0.0
603,Sukhothai,28,0.0
604,Sukhothai,29,1.68
605,Sukhothai,30,2.4
606,Sukhothai,31,3.12
607,Sukhothai,32,3.84
608,Sukhothai,33,4.8
609,Sukhothai,34,5.52
610,Sukhothai,35,6.24
611,Sukhothai,36,6.96
612,Sukhothai,37,6.24
613,Sukhothai,38,5.52
614,Sukhothai,39,4.8
615,Sukhothai,40,3.84
616,Sukhothai,41,3.12
617,Sukhothai,42,2.4
618,Sukhothai,43,0.0
619,Sukhothai,44,0.0
620,Sukhothai,45,0.0
621,Sukhothai,46,0.0
622,Sukhothai,47,0.0
623,Sukhothai,48,0.0
624,Pattani,25,0.0
625,Pattani,26,0.0
626,Pattani,27,0.0
627,Pattani,28,0.0
628,Pattani,29,1.44
629,Pattani,30,2.16
630,Pattani,31,2.88
631,Pattani,32,3.6
632,Pattani,33,4.32
633,Pattani,34,5.04
634,Pattani,35,5.76
635,Pattani,36,6.48
636,Pattani,37,5.76
637,Pattani,38,5.04
638,Pattani,39,4.32
639,Pattani,40,3.6
640,Pattani,41,2.88
641,Pattani,42,2.16
642,Pattani,43,0.0
643,Pattani,44,0.0
644,Pattani,45,0.0
645,Pattani,46,0.0
646,Pattani,47,0.0
647,Pattani,48,0.0
648,Pangnga2,25,0.0
649,Pangnga2,26,0.0
650,Pangnga2,27,0.0
651,Pangnga2,28,0.0
652,Pangnga2,29,1.2
653,Pangnga2,30,1.68
654,Pangnga2,31,2.4
655,Pangnga2,32,2.88
656,Pangnga2,33,3.36
657,Pangnga2,34,4.08
658,Pangnga2,35,4.56
659,Pangnga2,36,5.04
660,Pangnga2,37,4.56
661,Pangnga2,38,4.08
662,Pangnga2,39,3.36
663,Pangnga2,40,2.88
664,Pangnga2,41,2.4
665,Pangnga2,42,1.68
666,Pangnga2,43,0.0
667,Pangnga2,44,0.0
668,Pangnga2,45,0.0
669,Pangnga2,46,0.0
670,Pangnga2,47,0.0
671,Pangnga2,48,0.0
672,Ubon2,25,0.0
673,Ubon2,26,0.0
674,Ubon2,27,0.0
675,Ubon2,28,0.0
676,Ubon2,29,8.88
677,Ubon2,30,13.2
678,Ubon2,31,17.52
679,Ubon2,32,22.08
680,Ubon2,33,26.4
681,Ubon2,34,30.72
682,Ubon2,35,35.28
683,Ubon2,36,39.6
684,Ubon2,37,35.28
685,Ubon2,38,30.72
686,Ubon2,39,26.4
687,Ubon2,40,22.08
688,Ubon2,41,17.52
689,Ubon2,42,13.2
690,Ubon2,43,0.0
691,Ubon2,44,0.0
692,Ubon2,45,0.0
693,Ubon2,46,0.0
694,Ubon2,47,0.0
695,Ubon2,48,0.0
696,PranBuri,25,0.0
697,PranBuri,26,0.0
698,PranBuri,27,0.0
699,PranBuri,28,0.0
700,PranBuri,29,0.72
701,PranBuri,30,1.2
702,PranBuri,31,1.68
703,PranBuri,32,1.92
704,PranBuri,33,2.4
705,PranBuri,34,2.64
706,PranBuri,35,3.12
707,PranBuri,36,3.6
708,PranBuri,37,3.12
709,PranBuri,38,2.64
710,PranBuri,39,2.4
711,PranBuri,40,1.92
