,biomass_st,coal_imp,coal_st,gas_cc,gas_gt,gas_ic,gas_st,hydro,import,oil_gt,oil_ic,oil_st,slack,solar,wind,wsth_st
1,413.9268108110012,626.0,3843.1,11085.285945946,0.0,161.53,0.0,516.89,1826.424,5.0,0.0,0.0,0.0,0.0,66.6,9.09494701773e-13
2,85.00000000000084,127.301878378,3843.1,11529.641697068,0.0,42.420802932499996,0.0,516.89,1826.424,5.0,0.0,5.15815618446e-13,0.0,0.0,66.6,0.0
3,9.942902345776233,125.0,2938.911483911,11822.027027027,0.0,50.420802932499996,0.0,516.89,1826.424,0.0,0.0,7.61624997304e-13,0.0,0.0,66.6,0.0
4,24.01338846301373,125.0,2534.3545113072005,11819.864864865,0.0,58.420802932499996,0.0,516.89,1826.424,0.0,0.0,4.20564484139e-13,0.0,0.0,66.6,0.0
5,39.01338846301125,125.0,2363.471268064,11819.432432432,0.0,66.42080293250001,0.0,516.89,1826.424,0.0,0.0,0.0,0.0,68.64,66.6,5.002220859753e-12
6,69.0033884630025,125.0,2722.806673469,11821.918918919,0.0,80.42080293250001,0.0,516.89,1826.424,0.0,0.0,0.0,0.0,102.72,66.6,0.0
7,147.30338846300228,1156.07721401,4614.1,11840.405405405,0.0,222.4508029325,0.0,516.89,1826.424,0.0,0.0,6.8212102633e-13,0.0,136.56,66.6,200.00000000000455
8,798.86645005741,1190.471990253,4689.9,11862.027027027,740.0,230.4508029325,1775.0,516.89,1826.424,0.0,0.0,0.0,0.0,170.64000000000001,66.6,811.0000000000036
9,1213.90438846299,1208.9808007259999,4690.900000000001,11873.054054054,740.0,234.03,1775.0,516.89,1826.424,0.0,0.0,2.27373675443e-13,0.0,204.96,66.6,2336.5
10,1115.89769497155,1210.0361428659999,4690.9,11873.27027027,740.0,234.03,1775.0,516.89,1826.424,0.0,0.0,0.0,0.0,238.56,66.6,2492.5
11,463.0933884630053,1203.3332151509999,4690.9,11866.567567566999,740.0,234.03,1775.0,516.89,1826.424,0.0,0.0,0.0,0.0,272.64,66.6,1892.7380450340002
12,317.64338846300325,1194.256283067,4690.9,11860.945945946,740.0,234.02999999999,1667.758585885,516.89,1826.424,0.0,0.0,9.70562969333e-13,0.0,306.72,66.6,1110.4804452874
13,994.1653884632018,1214.18097706,4690.9,11872.621621622,740.0,234.03,1775.0,516.89,1826.424,0.0,0.0,0.0,0.0,272.64,66.6,2464.9804452870003
14,1294.133902346,1218.7869464740002,5045.030556586,11878.027027027,740.0,234.03,1775.0,516.89,1826.424,0.0,0.0,0.0,0.0,238.56,66.6,2810.95
15,1194.9726555347104,1210.201576076,5037.016362984,11871.756756757,740.0,234.03,1775.0,516.89,1826.424,0.0,0.0,0.0,0.0,204.96,66.6,1841.5000000000027
16,634.1443747582045,1194.892179236,5015.244310871,11864.621621622,740.0,234.03,1775.0,516.89,1826.424,0.0,0.0,1.4253103202200002e-12,0.0,170.64000000000001,66.6,1156.0
17,210.11237475850612,1172.6457407090002,4975.612460552,11852.081081081,492.821418919,234.03,812.520221278,516.89,1826.424,0.0,0.0,0.0,0.0,136.56,66.6,629.0000000000027
18,187.0851285405058,1165.3161986559999,4961.136952807,11847.540540541,495.067990267,234.03,355.0,516.89,1826.424,0.0,0.0,0.0,0.0,102.72,66.6,329.0
19,240.6851285405043,1169.795599183,4984.138380384,11855.0,452.545,234.03,1775.0,516.89,1826.424,0.0,0.0,0.0,0.0,0.0,66.6,343.00000000000176
20,425.27603832811343,1170.8018077719998,4986.40342417,11855.432432432,446.4125675676,234.03,1775.0,516.89,1826.424,0.0,0.0,4.54747350886e-13,0.0,0.0,66.6,243.00000000000182
21,1045.25220608424,1176.695913339,4996.693556252,11858.351351351,408.738648649,234.03,1775.0,516.89,1826.424,0.0,0.0,1.85048373021e-12,0.0,0.0,66.6,143.00000000000182
22,654.1379864563022,1163.533402323,4969.382584193,11849.702702703,156.272297297,234.03,1040.0,516.89,1826.424,0.0,0.0,0.0,0.0,0.0,66.6,0.0
23,135.85849835130574,1156.143953237,4936.54165652,11839.972972973,0.0,153.677027027,0.0,516.89,1826.424,0.0,0.0,4.54747350886e-13,0.0,0.0,66.6,0.0
24,21.77849835130091,621.192096243,4624.8,11834.027027027,0.0,62.882972973,0.0,516.89,1826.424,0.0,0.0,0.0,0.0,0.0,66.6,1.81898940355e-12
25,11.780000000006934,125.0,2306.580810811,11818.567567568,0.0,54.88,0.0,514.81,1812.1599999999999,0.0,0.0,3.41060513165e-13,0.0,0.0,66.6,1.7452465898900002e-12
26,2.000000000001561,125.0,1878.3067567570001,11815.972972972,0.0,46.88,0.0,514.81,1812.1599999999999,0.0,0.0,5.6843418860799994e-14,0.0,0.0,66.6,9.09494701773e-13
27,3.710185312132e-12,125.0,1273.2797297299999,11812.621621622,0.0,38.88,0.0,514.81,1812.1599999999999,0.0,0.0,0.0,0.0,0.0,66.6,0.0
28,1.6867468383025001e-12,125.0,935.4418918920001,11810.783783784,0.0,30.88,0.0,514.81,1812.1599999999999,0.0,0.0,0.0,0.0,0.0,66.6,5.911715561530001e-12
29,5.2864379540500005e-12,125.0,874.5,11732.176174957,0.0,31.627338556,0.0,514.81,1812.1599999999999,0.0,0.0,7.1054273576e-14,0.0,68.64,66.6,0.0
30,6.968503852029001e-12,125.0,1147.001580363,11812.405405406,0.0,39.627338556,0.0,514.81,1812.1599999999999,0.0,0.0,0.0,0.0,102.72,66.6,1.81898940355e-12
31,10.00000000000429,125.0,4127.621039822,11829.27027027,0.0,54.627338556,0.0,514.81,1812.1599999999999,0.0,0.0,0.0,0.0,136.56,66.6,0.0
32,435.20181680436184,1169.6447372500002,4690.9,11848.729729729,138.2104317143,216.15733855599,700.0,514.81,1812.1599999999999,0.0,0.0,4.54747350886e-13,0.0,170.64000000000001,66.6,471.0000000000027
33,880.0120000000015,1188.462662162,4690.9,11858.675675676,32.0,233.08182432439,700.0,514.81,1812.1599999999999,0.0,4.0,9.40989028439e-13,0.0,204.96,66.6,1856.5
34,775.4800000000013,1192.599797297,4690.9,11858.783783784,37.5262553683,225.3774608479,700.0,514.81,1812.1599999999999,0.0,4.0,3.14943266661e-14,0.0,238.56,66.6,2016.5
35,252.49000000000797,1182.8296061810001,4690.9,11852.513513513,112.27398648650001,234.03,700.0,514.81,1812.1599999999999,0.0,4.0,0.0,0.0,272.64,66.6,1325.4015424680001
36,232.19000000000045,1174.662121482,4690.9,11847.756756757,89.6378090694028,234.03,535.160458985,514.81,1812.1599999999999,0.0,4.0,0.0,0.0,306.72,66.6,598.724205058
37,794.8230523126955,1192.401121007,4690.9,11843.49219093,51.2978090694,234.02999999998,700.0,514.81,1812.1599999999999,0.0,4.0,0.0,0.0,272.64,66.6,1853.224205058
38,1273.34205231269,1203.157812552,4690.9,11828.540839579,154.2641604212,214.03,700.0,514.81,1812.1599999999999,14.0,6.0,9.40989028439e-13,0.0,238.56,66.6,2192.5
39,1167.26054268178,1189.1368897510001,4690.9,11842.735434174,33.3395658262,234.03,700.0,514.81,1812.1599999999999,0.0,2.0,0.0,0.0,204.96,66.6,1438.5
40,836.3909030231,1173.9256510310001,4690.9,11850.891891892,89.70560810810076,234.03,700.0,514.81,1812.1599999999999,0.0,0.0,1.51787291445e-12,0.0,170.64000000000001,66.6,566.0000000000009
41,94.09000000000205,1036.174324324,4690.9,11839.864864865,24.0,234.03,140.0,514.81,1812.1599999999999,0.0,0.0,0.0,0.0,136.56,66.6,72.00000000000182
42,64.10000000000045,422.166486487,4690.9,11835.648648649,24.0,234.03,140.0,514.81,1812.1599999999999,0.0,0.0,0.0,0.0,102.72,66.6,2.72848410532e-12
43,40.00000000000324,1148.8836077639999,4690.9,11842.45945946,97.0758516956,234.03,700.0,514.81,1812.1599999999999,0.0,0.0,0.0,0.0,0.0,66.6,9.09494701773e-13
44,142.0000000000009,1149.7775130569999,4690.9,11842.891891892,68.4522166724,234.03,700.0,514.81,1812.1599999999999,0.0,0.0,2.27373675443e-13,0.0,0.0,66.6,9.09494701773e-13
45,563.447043993,1153.8080235749999,4690.9,11845.27027027,90.5422297297,234.03,700.0,514.81,1812.1599999999999,0.0,0.0,1.36424205266e-12,0.0,0.0,66.6,0.0
46,7.560174708483e-12,1148.2661486490001,4690.9,11837.378378378,0.0,186.53412162160998,0.0,514.81,1812.1599999999999,0.0,0.0,6.8212102633e-13,0.0,0.0,66.6,0.0
47,1.81898940355e-12,0.0,4323.321891892,11828.837837838,0.0,48.0,0.0,514.81,1812.1599999999999,0.0,0.0,0.0,0.0,0.0,66.6,0.0
48,2.302158463864e-12,0.0,3373.9,11823.540540541,0.0,48.6651351352,0.0,514.81,1812.1599999999999,0.0,0.0,8.11555027384e-13,0.0,0.0,66.6,0.0
49,1.13686837722e-13,0.0,2412.718810811,11818.567567567,0.0,40.67,0.0,513.13,1871.192,0.0,0.0,1.13686837722e-13,0.0,0.0,54.099999999999994,0.0
50,5.3290705182e-15,0.0,1974.6647567567,11815.972972972,0.0,32.67,0.0,513.13,1871.192,0.0,0.0,0.0,0.0,0.0,54.099999999999994,9.09494701773e-13
51,1.13686837722e-13,0.0,1367.637729729,11812.621621622,0.0,24.67,0.0,513.13,1871.192,0.0,0.0,0.0,0.0,0.0,54.099999999999994,9.09494701773e-13
52,3.9377510261479997e-13,0.0,1014.4698918919,11810.783783784,0.0,32.0,0.0,513.13,1871.192,0.0,0.0,0.0,0.0,0.0,54.099999999999994,9.09494701773e-13
