Year,Month,Day,Hour,HouayHo,NamNgum2,NamNgum1,NamLeuk,NamMang3,NamTheun2,TheunHinboun,Xeset1,Xeset2
1997,1,1,0,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,1,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,2,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,3,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,4,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,5,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,6,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,7,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,8,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,9,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,10,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,11,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,12,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,13,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,14,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,15,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,16,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,17,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,18,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,19,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,20,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,21,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,22,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,1,23,5.5,441.6,29.7,56.8,15.7,933.5,440,12.6,3.2
1997,1,2,0,5.3,439.9,29.3,56.6,15.7,933.4,440,12.2,3.1
1997,1,2,1,5.3,439.9,29.3,56.6,15.7,933.4,440,12.2,3.1
1997,1,2,2,5.3,439.9,29.3,56.6,15.7,933.4,440,12.2,3.1
1997,1,2,3,5.3,439.9,29.3,56.6,15.7,933.4,440,12.2,3.1
1997,1,2,4,5.3,439.9,29.3,56.6,15.7,933.4,440,12.2,3.1
1997,1,2,5,5.3,439.9,29.3,56.6,15.7,933.4,440,12.2,3.1
1997,1,2,6,5.3,439.9,29.3,56.6,15.7,933.4,440,12.2,3.1
1997,1,2,7,5.3,439.9,29.3,56.6,15.7,933.4,440,12.2,3.1
1997,1,2,8,5.3,439.9,29.3,56.6,15.7,933.4,440,12.2,3.1
1997,1,2,9,5.3,439.9,29.3,56.6,15.7,933.4,440,12.2,3.1
1997,1,2,10,5.3,439.9,29.3,56.6,15.7,933.4,440,12.2,3.1
1997,1,2,11,5.3,439.9,29.3,56.6,15.7,933.4,440,12.2,3.1
1997,1,2,12,5.3,439.9,29.3,56.6,15.7,933.4,440,12.2,3.1
1997,1,2,13,5.3,439.9,29.3,56.6,15.7,933.4,440,12.2,3.1
1997,1,2,14,5.3,439.9,29.3,56.6,15.7,933.4,440,12.2,3.1
