Year,Month,Day,Hour,HouayHo,NamNgum2,NamNgum1,NamLeuk,NamMang3,NamTheun2,TheunHinboun,Xeset1,Xeset2
1980,1,1,0,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,1,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,2,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,3,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,4,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,5,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,6,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,7,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,8,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,9,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,10,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,11,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,12,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,13,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,14,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,15,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,16,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,17,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,18,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,19,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,20,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,21,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,22,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,1,23,5.29,64.9,0,19.28,15.21,922.42,0,14.99,2.5
1980,1,2,0,5.19,64.59,0,19.11,15.2,922.22,0,12.65,2.47
1980,1,2,1,5.19,64.59,0,19.11,15.2,922.22,0,12.65,2.47
1980,1,2,2,5.19,64.59,0,19.11,15.2,922.22,0,12.65,2.47
1980,1,2,3,5.19,64.59,0,19.11,15.2,922.22,0,12.65,2.47
1980,1,2,4,5.19,64.59,0,19.11,15.2,922.22,0,12.65,2.47
1980,1,2,5,5.19,64.59,0,19.11,15.2,922.22,0,12.65,2.47
1980,1,2,6,5.19,64.59,0,19.11,15.2,922.22,0,12.65,2.47
1980,1,2,7,5.19,64.59,0,19.11,15.2,922.22,0,12.65,2.47
