Year,Month,Day,Hour,Sirindhorn,BangLangDam,BhumibolDam,ChulabhornDam,KaengKrachanDam,KiridharnDam,LamTakhongJVDam,PakMunDam,RajjaprabhaDam,SirikitDam,SrinagarindDam,ThungNaDam,UbolratanaDam,VajiralongkornDam
1995,1,1,0,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,1,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,2,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,3,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,4,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,5,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,6,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,7,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,8,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,9,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,10,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,11,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,12,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,13,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,14,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,15,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,16,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,17,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,18,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,19,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,20,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,21,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,22,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,1,23,6.9,0,177.8,7.9,12,8.3,79.4,8.8,0,134.5,102.4,2.1,11.7,0
1995,1,2,0,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,1,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,2,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,3,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,4,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,5,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,6,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,7,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,8,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,9,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,10,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,11,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,12,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,13,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,14,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,15,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,16,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,17,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,18,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,19,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,20,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,21,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,22,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
1995,1,2,23,6.8,0,177.5,7.9,11.9,8.3,79.1,9.2,0,134.4,102.3,2,11.7,0
