Year,Month,Day,Hour,Sirindhorn,BangLangDam,BhumibolDam,ChulabhornDam,KaengKrachanDam,KiridharnDam,LamTakhongJVDam,PakMunDam,RajjaprabhaDam,SirikitDam,SrinagarindDam,ThungNaDam,UbolratanaDam,VajiralongkornDam
1985,1,1,0,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,1,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,2,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,3,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,4,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,5,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,6,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,7,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,8,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,9,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,10,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,11,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,12,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,13,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,14,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,15,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,16,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,17,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,18,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,19,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,20,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,21,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,22,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,1,23,6.9,0,177.1,7.9,11.9,8.6,81,6.5,77.7,137.1,102.5,1.8,11.7,0
1985,1,2,0,6.9,0,176.7,7.9,11.8,8.6,80.3,6.4,77.7,137,102.4,1.7,11.7,0
1985,1,2,1,6.9,0,176.7,7.9,11.8,8.6,80.3,6.4,77.7,137,102.4,1.7,11.7,0
1985,1,2,2,6.9,0,176.7,7.9,11.8,8.6,80.3,6.4,77.7,137,102.4,1.7,11.7,0
1985,1,2,3,6.9,0,176.7,7.9,11.8,8.6,80.3,6.4,77.7,137,102.4,1.7,11.7,0
