Year,Month,Day,Hour,HouayHo,NamNgum2,NamNgum1,NamLeuk,NamMang3,NamTheun2,TheunHinboun,Xeset1,Xeset2
1984,1,1,0,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,1,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,2,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,3,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,4,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,5,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,6,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,7,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,8,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,9,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,10,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,11,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,12,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,13,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,14,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,15,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,16,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,17,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,18,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,19,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,20,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,21,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,22,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,1,23,5.56,73.06,28.05,55.46,15.54,920.29,137.21,10.45,2.75
1984,1,2,0,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,1,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,2,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,3,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,4,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,5,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,6,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,7,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,8,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,9,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,10,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,11,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,12,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,13,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,14,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,15,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,16,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,17,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,18,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,19,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,20,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,21,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,22,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,2,23,5.44,72.41,27.82,55.29,15.51,920.12,458.78,10.19,2.71
1984,1,3,0,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,1,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,2,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,3,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,4,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,5,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,6,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,7,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,8,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,9,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,10,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,11,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,12,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,13,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,14,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,15,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,16,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,17,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,18,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,19,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,20,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,21,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,22,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,3,23,5.32,71.77,27.59,55.11,15.48,919.94,458.66,9.99,2.67
1984,1,4,0,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,1,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,2,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,3,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,4,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,5,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,6,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,7,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,8,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,9,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,10,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,11,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,12,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,13,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,14,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,15,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,16,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,17,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,18,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,19,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,20,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,21,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,22,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,4,23,5.22,71.17,27.38,54.94,15.45,919.75,458.54,9.99,2.64
1984,1,5,0,5.11,70.59,27.17,54.76,15.42,919.57,458.41,9.9,2.6
1984,1,5,1,5.11,70.59,27.17,54.76,15.42,919.57,458.41,9.9,2.6
1984,1,5,2,5.11,70.59,27.17,54.76,15.42,919.57,458.41,9.9,2.6
1984,1,5,3,5.11,70.59,27.17,54.76,15.42,919.57,458.41,9.9,2.6
1984,1,5,4,5.11,70.59,27.17,54.76,15.42,919.57,458.41,9.9,2.6
1984,1,5,5,5.11,70.59,27.17,54.76,15.42,919.57,458.41,9.9,2.6
1984,1,5,6,5.11,70.59,27.17,54.76,15.42,919.57,458.41,9.9,2.6
1984,1,5,7,5.11,70.59,27.17,54.76,15.42,919.57,458.41,9.9,2.6
1984,1,5,8,5.11,70.59,27.17,54.76,15.42,919.57,458.41,9.9,2.6
1984,1,5,9,5.11,70.59,27.17,54.76,15.42,919.57,458.41,9.9,2.6
1984,1,5,10,5.11,70.59,27.17,54.76,15.42,919.57,458.41,9.9,2.6
1984,1,5,11,5.11,70.59,27.17,54.76,15.42,919.57,458.41,9.9,2.6
1984,1,5,12,5.11,70.59,27.17,54.76,15.42,919.57,458.41,9.9,2.6
