Year,Month,Day,Hour,HouayHo,NamNgum2,NamNgum1,NamLeuk,NamMang3,NamTheun2,TheunHinboun,Xeset1,Xeset2
1996,1,1,0,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,1,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,2,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,3,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,4,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,5,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,6,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,7,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,8,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,9,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,10,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,11,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,12,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,13,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,14,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,15,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,16,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,17,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,18,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,19,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,20,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,21,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,22,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,1,23,5.8,66.6,25.9,51.9,14.9,913.6,0,10.8,3.8
1996,1,2,0,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,1,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,2,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,3,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,4,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,5,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,6,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,7,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,8,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,9,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,10,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,11,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,12,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,13,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,14,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,15,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,16,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,17,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,18,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
1996,1,2,19,5.7,66.1,25.8,26.1,14.9,913.4,0,10.6,3.7
